Yritys,Yritys nimi,Tulosyksikkö,Tulosyksikkö nimi,TY hierarkia järj,TY hierarkia taso 1,TY hierarkia taso 2,TY hierarkia taso 3,TY hierarkia taso 4,TY hierarkia taso 5,TY hierarkia taso 6,TY hierarkia taso 7,Pääkirjatiliryhmä,Pääkirjatili,Pääkirjatili nimi,Kumppaniyhtiö,Kumppaniyhtiö nimi,TA 2014
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Muut henkilösivukulut,432100,Työttömyysvakuutusmaksut,#,Kohdistamaton,"-6 339,61"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Muut henkilösivukulut,432200,Tapaturmavakuutusmaksut,#,Kohdistamaton,"-828,71"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Muut henkilösivukulut,432300,Ryhmähenkivakuutusmaksut,#,Kohdistamaton,"-103,59"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Muut henkilösivukulut,433000,Vakuutuskassan kannatusmaksu,#,Kohdistamaton,"-310,77"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Palvelujen ostot,451100,ICT-palvelut,1110,Kons.hall. ja päätöksenteko,"-10 829,31"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Palvelujen ostot,451300,Painatukset ja ilmoitukset,#,Kohdistamaton,"-573,00"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Palvelujen ostot,451400,Posti- ja telepalvelut,1110,Kons.hall. ja päätöksenteko,"-1 091,47"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Palvelujen ostot,451400,Posti- ja telepalvelut,#,Kohdistamaton,"-1 497,95"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Palvelujen ostot,451600,Puhtaanapito- ja pesulapalvelut,1610,Tampereen Tilakeskus liikelait,"-42 735,11"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Palvelujen ostot,451600,Puhtaanapito- ja pesulapalvelut,#,Kohdistamaton,"-3 000,00"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Palvelujen ostot,451800,"Koneiden, kal. ja laitt. rakentamis- ja kunn.pitop",#,Kohdistamaton,"-1 600,00"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Palvelujen ostot,451900,Majoitus- ja ravitsemispalvelut,1650,Tampereen Ateria liikelaitos,"-254 310,00"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Palvelujen ostot,452000,Matkustus- ja kuljetuspalvelut,1660,Tampereen Logistiikka liikelai,"-400,00"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Palvelujen ostot,452000,Matkustus- ja kuljetuspalvelut,#,Kohdistamaton,"-1 300,00"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Palvelujen ostot,452300,Opetus- ja kulttuuripalvelut,#,Kohdistamaton,"-2 268,00"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Palvelujen ostot,452700,Muut palvelut,#,Kohdistamaton,"-3 251,09"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461100,Toimisto- ja koulutarvikkeiden ostot,1660,Tampereen Logistiikka liikelai,"-1 286,90"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461100,Toimisto- ja koulutarvikkeiden ostot,#,Kohdistamaton,"-227,10"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461200,Kirjallisuuden ostot,#,Kohdistamaton,"-505,00"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461300,Elintarvikkeiden ostot,1650,Tampereen Ateria liikelaitos,"-30 000,00"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461400,Vaatteiston ostot,#,Kohdistamaton,"-1 084,00"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461500,Lääkkeiden ja hoitotarvikkeiden ostot,#,Kohdistamaton,"-200,00"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461600,Siivous- ja puhdistusaineiden ostot,1660,Tampereen Logistiikka liikelai,"-4 709,00"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461600,Siivous- ja puhdistusaineiden ostot,#,Kohdistamaton,"-3 009,00"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",462100,Kaluston ostot,#,Kohdistamaton,"-4 000,00"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",462300,Muun materiaalin ostot,#,Kohdistamaton,"-7 000,00"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Vuokrakulut,481000,Maa- ja vesialueiden vuokrat,1610,Tampereen Tilakeskus liikelait,"-10 676,12"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Vuokrakulut,482000,Rakennusten ja huoneistojen vuokrat,1610,Tampereen Tilakeskus liikelait,"-170 924,45"
1220,Avopalvelut,122760,Tammelan palvelukesk,630,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Vuokrakulut,483000,Koneiden ja laitteiden vuokrat,#,Kohdistamaton,"-2 097,44"
1220,Avopalvelut,122761,Tammelakesk. kant.,631,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Myyntituotot,310000,Myyntitulot,#,Kohdistamaton,"68 000,00"
1220,Avopalvelut,122761,Tammelakesk. kant.,631,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Palvelujen ostot,451100,ICT-palvelut,1110,Kons.hall. ja päätöksenteko,"-790,36"
1220,Avopalvelut,122761,Tammelakesk. kant.,631,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Palvelujen ostot,451400,Posti- ja telepalvelut,1110,Kons.hall. ja päätöksenteko,"-155,92"
1220,Avopalvelut,122761,Tammelakesk. kant.,631,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Palvelujen ostot,451400,Posti- ja telepalvelut,#,Kohdistamaton,"-62,73"
1220,Avopalvelut,122761,Tammelakesk. kant.,631,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Palvelujen ostot,451900,Majoitus- ja ravitsemispalvelut,1650,Tampereen Ateria liikelaitos,"-20 400,00"
1220,Avopalvelut,122761,Tammelakesk. kant.,631,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Palvelujen ostot,452000,Matkustus- ja kuljetuspalvelut,#,Kohdistamaton,"-2 018,00"
1220,Avopalvelut,122761,Tammelakesk. kant.,631,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,Palvelujen ostot,452700,Muut palvelut,#,Kohdistamaton,"-3 097,16"
1220,Avopalvelut,122761,Tammelakesk. kant.,631,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461100,Toimisto- ja koulutarvikkeiden ostot,1660,Tampereen Logistiikka liikelai,"-1 000,45"
1220,Avopalvelut,122761,Tammelakesk. kant.,631,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461100,Toimisto- ja koulutarvikkeiden ostot,#,Kohdistamaton,"-176,55"
1220,Avopalvelut,122761,Tammelakesk. kant.,631,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461200,Kirjallisuuden ostot,#,Kohdistamaton,"-1 009,00"
1220,Avopalvelut,122761,Tammelakesk. kant.,631,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461300,Elintarvikkeiden ostot,#,Kohdistamaton,"-30 000,00"
1220,Avopalvelut,122761,Tammelakesk. kant.,631,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461600,Siivous- ja puhdistusaineiden ostot,1660,Tampereen Logistiikka liikelai,"-142,80"
1220,Avopalvelut,122761,Tammelakesk. kant.,631,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461600,Siivous- ja puhdistusaineiden ostot,#,Kohdistamaton,"-25,20"
1220,Avopalvelut,122761,Tammelakesk. kant.,631,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",462100,Kaluston ostot,#,Kohdistamaton,"-4 000,00"
1220,Avopalvelut,122761,Tammelakesk. kant.,631,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Tammelan palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",462300,Muun materiaalin ostot,#,Kohdistamaton,"-10 000,00"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Vuokratuotot,342000,Muiden rakennusten vuokratulot,#,Kohdistamaton,"10 500,00"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Muut toimintatuotot,359000,Muut tulot,#,Kohdistamaton,"440,00"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Palkat ja palkkiot,401100,Maksetut kuukausipalkat,#,Kohdistamaton,"-241 235,98"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Palkat ja palkkiot,403000,Palkkaj. kautta maksetut sotumaksun alaiset palkki,#,Kohdistamaton,"-5 326,00"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Eläkekulut,421000,Eläkevakuutusmaksut,#,Kohdistamaton,"-41 299,13"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Eläkekulut,423000,Varhaiseläkemenoperusteiset maksut,#,Kohdistamaton,"-18 856,08"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Muut henkilösivukulut,431000,Sosiaaliturvamaksut,#,Kohdistamaton,"-5 276,43"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Muut henkilösivukulut,432100,Työttömyysvakuutusmaksut,#,Kohdistamaton,"-7 544,80"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Muut henkilösivukulut,432200,Tapaturmavakuutusmaksut,#,Kohdistamaton,"-986,25"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Muut henkilösivukulut,432300,Ryhmähenkivakuutusmaksut,#,Kohdistamaton,"-123,28"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Muut henkilösivukulut,433000,Vakuutuskassan kannatusmaksu,#,Kohdistamaton,"-369,84"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Palvelujen ostot,451100,ICT-palvelut,1110,Kons.hall. ja päätöksenteko,"-8 746,71"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Palvelujen ostot,451300,Painatukset ja ilmoitukset,#,Kohdistamaton,"-505,00"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Palvelujen ostot,451400,Posti- ja telepalvelut,1110,Kons.hall. ja päätöksenteko,"-623,70"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Palvelujen ostot,451400,Posti- ja telepalvelut,#,Kohdistamaton,"-628,00"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Palvelujen ostot,451600,Puhtaanapito- ja pesulapalvelut,1650,Tampereen Ateria liikelaitos,"-6 166,67"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Palvelujen ostot,451600,Puhtaanapito- ja pesulapalvelut,#,Kohdistamaton,"-4 709,00"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Palvelujen ostot,451700,Rakennusten ja alueiden rakentamis- ja kunnossapit,#,Kohdistamaton,"-4 373,00"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Palvelujen ostot,451800,"Koneiden, kal. ja laitt. rakentamis- ja kunn.pitop",#,Kohdistamaton,"-505,00"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Palvelujen ostot,451900,Majoitus- ja ravitsemispalvelut,1650,Tampereen Ateria liikelaitos,"-185 021,00"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Palvelujen ostot,452000,Matkustus- ja kuljetuspalvelut,#,Kohdistamaton,"-5 391,00"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Palvelujen ostot,452300,Opetus- ja kulttuuripalvelut,#,Kohdistamaton,"-2 268,00"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Palvelujen ostot,452700,Muut palvelut,#,Kohdistamaton,"-3 217,37"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461100,Toimisto- ja koulutarvikkeiden ostot,1660,Tampereen Logistiikka liikelai,"-3 234,25"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461100,Toimisto- ja koulutarvikkeiden ostot,#,Kohdistamaton,"-270,75"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461200,Kirjallisuuden ostot,#,Kohdistamaton,"-673,00"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461400,Vaatteiston ostot,#,Kohdistamaton,"-505,00"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461500,Lääkkeiden ja hoitotarvikkeiden ostot,#,Kohdistamaton,"-200,00"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461600,Siivous- ja puhdistusaineiden ostot,1660,Tampereen Logistiikka liikelai,"-2 572,95"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461600,Siivous- ja puhdistusaineiden ostot,#,Kohdistamaton,"-454,05"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",462100,Kaluston ostot,#,Kohdistamaton,"-4 000,00"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",462200,Rakennusmateriaalin ostot,#,Kohdistamaton,"-168,00"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",462300,Muun materiaalin ostot,#,Kohdistamaton,"-7 307,83"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Vuokrakulut,482000,Rakennusten ja huoneistojen vuokrat,1610,Tampereen Tilakeskus liikelait,"-187 768,51"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Vuokrakulut,483000,Koneiden ja laitteiden vuokrat,#,Kohdistamaton,"-319,44"
1220,Avopalvelut,122770,Pappilanpuiston palv,633,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Pappilanpuiston palvelukeskus,#,#,Suunnitelman mukaiset poistot,715000,Poistot koneista ja kalustosta,#,Kohdistamaton,"-15 000,00"
1220,Avopalvelut,122830,Lielahden palvelukes,636,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Lielahden palvelukeskus,#,#,Palkat ja palkkiot,401100,Maksetut kuukausipalkat,#,Kohdistamaton,"-57 024,49"
1220,Avopalvelut,122830,Lielahden palvelukes,636,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Lielahden palvelukeskus,#,#,Eläkekulut,421000,Eläkevakuutusmaksut,#,Kohdistamaton,"-9 551,60"
1220,Avopalvelut,122830,Lielahden palvelukes,636,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Lielahden palvelukeskus,#,#,Muut henkilösivukulut,431000,Sosiaaliturvamaksut,#,Kohdistamaton,"-1 220,32"
1220,Avopalvelut,122830,Lielahden palvelukes,636,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Lielahden palvelukeskus,#,#,Muut henkilösivukulut,432100,Työttömyysvakuutusmaksut,#,Kohdistamaton,"-1 744,95"
1220,Avopalvelut,122830,Lielahden palvelukes,636,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Lielahden palvelukeskus,#,#,Muut henkilösivukulut,432200,Tapaturmavakuutusmaksut,#,Kohdistamaton,"-228,10"
1220,Avopalvelut,122830,Lielahden palvelukes,636,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Lielahden palvelukeskus,#,#,Muut henkilösivukulut,432300,Ryhmähenkivakuutusmaksut,#,Kohdistamaton,"-28,51"
1220,Avopalvelut,122830,Lielahden palvelukes,636,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Lielahden palvelukeskus,#,#,Muut henkilösivukulut,433000,Vakuutuskassan kannatusmaksu,#,Kohdistamaton,"-85,54"
1220,Avopalvelut,122830,Lielahden palvelukes,636,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Lielahden palvelukeskus,#,#,Palvelujen ostot,451100,ICT-palvelut,#,Kohdistamaton,"-6 000,00"
1220,Avopalvelut,122830,Lielahden palvelukes,636,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Lielahden palvelukeskus,#,#,Palvelujen ostot,451300,Painatukset ja ilmoitukset,#,Kohdistamaton,"-300,00"
1220,Avopalvelut,122830,Lielahden palvelukes,636,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Lielahden palvelukeskus,#,#,Palvelujen ostot,451400,Posti- ja telepalvelut,#,Kohdistamaton,"-800,00"
1220,Avopalvelut,122830,Lielahden palvelukes,636,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Lielahden palvelukeskus,#,#,Palvelujen ostot,451600,Puhtaanapito- ja pesulapalvelut,#,Kohdistamaton,"-2 000,00"
1220,Avopalvelut,122830,Lielahden palvelukes,636,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Lielahden palvelukeskus,#,#,Palvelujen ostot,451700,Rakennusten ja alueiden rakentamis- ja kunnossapit,#,Kohdistamaton,"-2 000,00"
1220,Avopalvelut,122830,Lielahden palvelukes,636,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Lielahden palvelukeskus,#,#,Palvelujen ostot,451800,"Koneiden, kal. ja laitt. rakentamis- ja kunn.pitop",#,Kohdistamaton,"-300,00"
1220,Avopalvelut,122830,Lielahden palvelukes,636,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Lielahden palvelukeskus,#,#,Palvelujen ostot,451900,Majoitus- ja ravitsemispalvelut,1650,Tampereen Ateria liikelaitos,"-120 000,00"
1220,Avopalvelut,122830,Lielahden palvelukes,636,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Lielahden palvelukeskus,#,#,Palvelujen ostot,452000,Matkustus- ja kuljetuspalvelut,#,Kohdistamaton,"-3 000,00"
1220,Avopalvelut,122830,Lielahden palvelukes,636,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Lielahden palvelukeskus,#,#,Palvelujen ostot,452300,Opetus- ja kulttuuripalvelut,#,Kohdistamaton,"-1 500,00"
1220,Avopalvelut,122830,Lielahden palvelukes,636,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Lielahden palvelukeskus,#,#,Palvelujen ostot,452700,Muut palvelut,#,Kohdistamaton,"-2 000,00"
1220,Avopalvelut,122830,Lielahden palvelukes,636,Tampereen kaupunki,Avopalvelut,Kotihoito,Vanhusten päivätoiminta,Lielahden palvelukeskus,#,#,"Aineet, tarvikkeet ja tavarat",461100,Toimisto- ja koulutarvikkeiden ostot,#,Kohdistamaton,"-1 500,00"
